synthetic_cnr,state,district,court_establishment,case_type,act_section_bucket,tier,filing_date,registration_date,pending_since,filing_year,filing_year_bucket,case_age_days,current_status,current_stage,stage_entered_at,first_hearing_date,next_date,court_bench_id,days_in_current_stage,days_since_substantive_event,adjournment_count,adjournment_streak,judge_change_count,stage_deviation_ratio,cohort_size,cohort_percentile,bottleneck_type,actionability_level,triage_confidence,structural_stall_label,triage_score,is_demo_stalled,is_demo_progressing,data_label,generation_source,evidence_json,explanation_text
SYN/OT/WP_C/2023/000083,Chhattisgarh,Lucknow,CHHATT_DC_03,WP_C,WRIT_GENERAL,district,2023-07-01,2023-07-08,2023-07-08,2023,2022,1142,Pending,Pleadings / Issues,2026-04-29,2023-07-18,2026-10-16,SYN-BENCH-04,109,189,0,0,2,1.14,2,,JUDGE_CHANGE,MEDIUM,LOW,1,24.7,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/WP_C/2023/000083"",""court_establishment"":""CHHATT_DC_03"",""case_type"":""WP_C"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2023-07-01"",""stage_entered_at"":""2026-04-29"",""days_in_current_stage"":109,""cohort_median_days_in_stage"":95.5,""stage_deviation_ratio"":1.14,""days_since_substantive_event"":189,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":2,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":24.7,""component_scores"":{""structural_deviation"":22.8,""inactivity"":31.5,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Pleadings / Issues' for 109 days (1.14x cohort median of 96d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/AP/BA/2023/000084,Andhra Pradesh,Lucknow,ANDHRA_DC_03,BA,BAIL_GENERAL,district,2023-01-15,2023-01-23,2023-01-23,2023,2022,1309,Pending,Evidence / Argument,2026-05-05,2023-03-13,2026-11-05,SYN-BENCH-11,103,35,0,0,0,0.75,4,,UNKNOWN,LOW,LOW,0,7.4,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/BA/2023/000084"",""court_establishment"":""ANDHRA_DC_03"",""case_type"":""BA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2023-01-15"",""stage_entered_at"":""2026-05-05"",""days_in_current_stage"":103,""cohort_median_days_in_stage"":136.5,""stage_deviation_ratio"":0.75,""days_since_substantive_event"":35,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":7.4,""component_scores"":{""structural_deviation"":15.0,""inactivity"":11.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 103 days (0.75x cohort median of 136d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CS/2018/000085,Odisha,Delhi,ODISHA_DC_04,CS,CPC_GENERAL,district,2018-11-04,2018-11-13,2018-11-13,2018,2018,2842,Pending,Summons / Appearance,2026-07-20,2018-12-15,2026-08-24,SYN-BENCH-09,27,38,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,9.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2018/000085"",""court_establishment"":""ODISHA_DC_04"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2018-11-04"",""stage_entered_at"":""2026-07-20"",""days_in_current_stage"":27,""cohort_median_days_in_stage"":27,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":38,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":9.2,""component_scores"":{""structural_deviation"":20.0,""inactivity"":12.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 27 days (1.0x cohort median of 27d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/BA/2023/000086,Chhattisgarh,Thiruvananthapuram,CHHATT_DC_04,BA,BAIL_GENERAL,district,2023-11-14,2023-11-22,2023-11-22,2023,2022,1006,Pending,Filing / Registration,2026-07-24,2023-12-31,2026-09-03,SYN-BENCH-04,23,42,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,9.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2023/000086"",""court_establishment"":""CHHATT_DC_04"",""case_type"":""BA"",""current_stage"":""Filing / Registration"",""filing_date"":""2023-11-14"",""stage_entered_at"":""2026-07-24"",""days_in_current_stage"":23,""cohort_median_days_in_stage"":23,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":42,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":9.5,""component_scores"":{""structural_deviation"":20.0,""inactivity"":14.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Filing / Registration' for 23 days (1.0x cohort median of 23d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CS/2023/000087,Tamil Nadu,Kolkata,TAMIL__DC_04,CS,CPC_GENERAL,district,2023-03-03,2023-03-14,2023-03-14,2023,2022,1262,Pending,Summons / Appearance,2026-04-01,2023-04-30,2026-08-29,SYN-BENCH-09,137,278,0,0,1,1.16,4,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,40.1,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2023/000087"",""court_establishment"":""TAMIL__DC_04"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2023-03-03"",""stage_entered_at"":""2026-04-01"",""days_in_current_stage"":137,""cohort_median_days_in_stage"":118.0,""stage_deviation_ratio"":1.16,""days_since_substantive_event"":278,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":40.1,""component_scores"":{""structural_deviation"":23.2,""inactivity"":92.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Summons / Appearance' for 137 days (1.16x cohort median of 118d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/CS/2024/000088,Jharkhand,Varanasi,JHARKH_DC_01,CS,CPC_GENERAL,district,2024-09-05,2024-09-11,2024-09-11,2024,2024,710,Pending,Evidence / Argument,2025-10-18,2024-10-18,2026-11-13,SYN-BENCH-02,302,143,0,0,0,1.11,4,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,28.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2024/000088"",""court_establishment"":""JHARKH_DC_01"",""case_type"":""CS"",""current_stage"":""Evidence / Argument"",""filing_date"":""2024-09-05"",""stage_entered_at"":""2025-10-18"",""days_in_current_stage"":302,""cohort_median_days_in_stage"":273.0,""stage_deviation_ratio"":1.11,""days_since_substantive_event"":143,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":28.6,""component_scores"":{""structural_deviation"":22.2,""inactivity"":47.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Evidence / Argument' for 302 days (1.11x cohort median of 273d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/DL/MACA/2022/000089,Delhi,Vijayawada,DELHI_DC_01,MACA,MOTOR_ACCIDENT,district,2022-01-28,2022-02-07,2022-02-07,2022,2022,1661,Pending,Final Arguments / Judgment,2026-06-09,2022-02-16,2026-11-07,SYN-BENCH-01,68,0,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,6.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/DL/MACA/2022/000089"",""court_establishment"":""DELHI_DC_01"",""case_type"":""MACA"",""current_stage"":""Final Arguments / Judgment"",""filing_date"":""2022-01-28"",""stage_entered_at"":""2026-06-09"",""days_in_current_stage"":68,""cohort_median_days_in_stage"":68,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":0,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.0,""component_scores"":{""structural_deviation"":20.0,""inactivity"":0.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Final Arguments / Judgment' for 68 days (1.0x cohort median of 68d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CRL_A/2022/000090,Odisha,Thane,ODISHA_DC_04,CRL_A,CRIMINAL_APPEAL,district,2022-01-18,2022-02-02,2022-02-02,2022,2022,1671,Pending,Summons / Appearance,2026-01-17,2022-03-18,2026-10-16,SYN-BENCH-08,211,252,6,6,2,1.51,2,,SUMMONS_DELAY,HIGH,LOW,1,60.1,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2022/000090"",""court_establishment"":""ODISHA_DC_04"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-01-18"",""stage_entered_at"":""2026-01-17"",""days_in_current_stage"":211,""cohort_median_days_in_stage"":140.0,""stage_deviation_ratio"":1.51,""days_since_substantive_event"":252,""adjournment_streak"":6,""adjournment_count"":6,""judge_change_count"":2,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":60.1,""component_scores"":{""structural_deviation"":30.2,""inactivity"":84.0,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 211 days (1.51x cohort median of 140d). Summons was issued with no return of service recorded over 211 days, resulting in 6 consecutive adjournments. High administrative actionability."
SYN/OT/BA/2022/000091,Assam,Delhi,ASSAM_DC_02,BA,BAIL_GENERAL,district,2022-09-18,2022-09-27,2022-09-27,2022,2022,1428,Pending,Filing / Registration,2026-07-18,2022-10-25,2026-09-29,SYN-BENCH-06,29,183,1,1,2,1.38,2,,JUDGE_CHANGE,MEDIUM,LOW,1,35.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2022/000091"",""court_establishment"":""ASSAM_DC_02"",""case_type"":""BA"",""current_stage"":""Filing / Registration"",""filing_date"":""2022-09-18"",""stage_entered_at"":""2026-07-18"",""days_in_current_stage"":29,""cohort_median_days_in_stage"":21.0,""stage_deviation_ratio"":1.38,""days_since_substantive_event"":183,""adjournment_streak"":1,""adjournment_count"":1,""judge_change_count"":2,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":35.5,""component_scores"":{""structural_deviation"":27.6,""inactivity"":61.0,""age_deviation"":0,""adjournment"":20.0,""actionability"":50}}",Case has been in stage 'Filing / Registration' for 29 days (1.38x cohort median of 21d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/WP_C/2024/000092,Odisha,Pune,ODISHA_DC_04,WP_C,WRIT_GENERAL,district,2024-12-05,2024-12-14,2024-12-14,2024,2024,619,Pending,Pleadings / Issues,2026-01-29,2025-01-10,2026-10-05,SYN-BENCH-04,199,166,1,1,2,1.0,1,,JUDGE_CHANGE,MEDIUM,LOW,1,31.8,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/WP_C/2024/000092"",""court_establishment"":""ODISHA_DC_04"",""case_type"":""WP_C"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2024-12-05"",""stage_entered_at"":""2026-01-29"",""days_in_current_stage"":199,""cohort_median_days_in_stage"":199,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":166,""adjournment_streak"":1,""adjournment_count"":1,""judge_change_count"":2,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":31.8,""component_scores"":{""structural_deviation"":20.0,""inactivity"":55.33,""age_deviation"":0,""adjournment"":20.0,""actionability"":50}}",Case has been in stage 'Pleadings / Issues' for 199 days (1.0x cohort median of 199d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/KL/CS/2022/000093,Kerala,Delhi,KERALA_DC_05,CS,CPC_GENERAL,district,2022-04-28,2022-04-29,2022-04-29,2022,2022,1571,Pending,Summons / Appearance,2026-05-23,2022-06-13,2026-10-23,SYN-BENCH-04,85,20,0,0,0,0.57,11,,UNKNOWN,LOW,LOW,0,5.1,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/CS/2022/000093"",""court_establishment"":""KERALA_DC_05"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-04-28"",""stage_entered_at"":""2026-05-23"",""days_in_current_stage"":85,""cohort_median_days_in_stage"":150,""stage_deviation_ratio"":0.57,""days_since_substantive_event"":20,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":11,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":5.1,""component_scores"":{""structural_deviation"":11.4,""inactivity"":6.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 85 days (0.57x cohort median of 150d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CS/2023/000094,Odisha,Jaipur,ODISHA_DC_05,CS,CPC_GENERAL,district,2023-12-10,2023-12-13,2023-12-13,2023,2022,980,Pending,Summons / Appearance,2026-06-12,2024-02-10,2026-10-20,SYN-BENCH-08,65,24,0,0,0,0.36,5,,UNKNOWN,LOW,LOW,0,4.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2023/000094"",""court_establishment"":""ODISHA_DC_05"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2023-12-10"",""stage_entered_at"":""2026-06-12"",""days_in_current_stage"":65,""cohort_median_days_in_stage"":183,""stage_deviation_ratio"":0.36,""days_since_substantive_event"":24,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":5,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":4.2,""component_scores"":{""structural_deviation"":7.2,""inactivity"":8.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 65 days (0.36x cohort median of 183d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CRL_A/2024/000095,Madhya Pradesh,Delhi,MADHYA_DC_01,CRL_A,CRIMINAL_APPEAL,district,2024-05-05,2024-05-19,2024-05-19,2024,2024,833,Pending,Summons / Appearance,2026-02-18,2024-07-17,2026-09-16,SYN-BENCH-06,179,132,0,0,1,1.38,2,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,29.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2024/000095"",""court_establishment"":""MADHYA_DC_01"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-05-05"",""stage_entered_at"":""2026-02-18"",""days_in_current_stage"":179,""cohort_median_days_in_stage"":129.5,""stage_deviation_ratio"":1.38,""days_since_substantive_event"":132,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":29.3,""component_scores"":{""structural_deviation"":27.6,""inactivity"":44.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Summons / Appearance' for 179 days (1.38x cohort median of 130d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/BA/2020/000096,Telangana,Lucknow,TELANG_DC_05,BA,BAIL_GENERAL,district,2020-03-14,2020-03-14,2020-03-14,2020,2020,2346,Pending,Evidence / Argument,2026-05-16,2020-04-15,2026-10-28,SYN-BENCH-06,92,35,0,0,0,0.44,2,,UNKNOWN,LOW,LOW,0,5.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2020/000096"",""court_establishment"":""TELANG_DC_05"",""case_type"":""BA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2020-03-14"",""stage_entered_at"":""2026-05-16"",""days_in_current_stage"":92,""cohort_median_days_in_stage"":208.0,""stage_deviation_ratio"":0.44,""days_since_substantive_event"":35,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":5.6,""component_scores"":{""structural_deviation"":8.8,""inactivity"":11.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 92 days (0.44x cohort median of 208d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/UP/CS/2018/000097,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_03,CS,CPC_GENERAL,district,2018-12-18,2018-12-29,2018-12-29,2018,2018,2798,Pending,Pleadings / Issues,2026-05-18,2019-02-12,2026-09-19,SYN-BENCH-01,90,14,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,7.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/CS/2018/000097"",""court_establishment"":""UTTAR__DC_03"",""case_type"":""CS"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2018-12-18"",""stage_entered_at"":""2026-05-18"",""days_in_current_stage"":90,""cohort_median_days_in_stage"":90,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":14,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":7.2,""component_scores"":{""structural_deviation"":20.0,""inactivity"":4.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 90 days (1.0x cohort median of 90d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/KL/CS/2023/000098,Kerala,Thiruvananthapuram,KERALA_DC_02,CS,CPC_GENERAL,district,2023-06-12,2023-06-14,2023-06-14,2023,2022,1161,Pending,Summons / Appearance,2026-06-19,2023-07-23,2026-08-30,SYN-BENCH-05,58,42,0,0,0,0.86,16,50.0,UNKNOWN,LOW,HIGH,0,16.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/CS/2023/000098"",""court_establishment"":""KERALA_DC_02"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2023-06-12"",""stage_entered_at"":""2026-06-19"",""days_in_current_stage"":58,""cohort_median_days_in_stage"":67.5,""stage_deviation_ratio"":0.86,""days_since_substantive_event"":42,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":16,""cohort_age_percentile"":50.0,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""HIGH"",""triage_score"":16.2,""component_scores"":{""structural_deviation"":17.2,""inactivity"":14.0,""age_deviation"":50.0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 58 days (0.86x cohort median of 68d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CS/2024/000099,Rajasthan,Bhopal,RAJAST_DC_02,CS,CPC_GENERAL,district,2024-02-10,2024-02-13,2024-02-13,2024,2024,918,Pending,Pleadings / Issues,2026-05-21,2024-03-30,2026-10-07,SYN-BENCH-06,87,69,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,11.8,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2024/000099"",""court_establishment"":""RAJAST_DC_02"",""case_type"":""CS"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2024-02-10"",""stage_entered_at"":""2026-05-21"",""days_in_current_stage"":87,""cohort_median_days_in_stage"":87,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":69,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":11.8,""component_scores"":{""structural_deviation"":20.0,""inactivity"":23.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 87 days (1.0x cohort median of 87d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/UP/CS/2022/000100,Uttar Pradesh,Delhi,UTTAR__DC_01,CS,CPC_GENERAL,district,2022-05-10,2022-05-23,2022-05-23,2022,2022,1559,Pending,Evidence / Argument,2025-09-13,2022-06-20,2026-10-01,SYN-BENCH-01,337,140,1,1,1,1.74,10,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,34.1,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/CS/2022/000100"",""court_establishment"":""UTTAR__DC_01"",""case_type"":""CS"",""current_stage"":""Evidence / Argument"",""filing_date"":""2022-05-10"",""stage_entered_at"":""2025-09-13"",""days_in_current_stage"":337,""cohort_median_days_in_stage"":193.5,""stage_deviation_ratio"":1.74,""days_since_substantive_event"":140,""adjournment_streak"":1,""adjournment_count"":1,""judge_change_count"":1,""cohort_size"":10,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":34.1,""component_scores"":{""structural_deviation"":34.8,""inactivity"":46.67,""age_deviation"":0,""adjournment"":20.0,""actionability"":50}}",Case has been in stage 'Evidence / Argument' for 337 days (1.74x cohort median of 194d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
